# Odd number information

# `n`       a positive odd integer
# `base3`   the ternary representation of n
# `base2`   the binary representation of n
# `dist`    the number of odd-to-odd Collatz for n steps to reach 1
# `nl`      the odd core valuation of the even number n-1 to the left of odd n
# `nr`      the odd core valuation of the even number n+1 to the right of odd n
# `m*`      the prime residues of n modulo a set of primes
# `factors` the prime factors of n

    n,      base3,           base2, dist,        nl,        nr, m3, m5, m7, m11, m13, m17, factors
 7099,  100201221,   1101110111011,   17,  (3549 1),  (1775 2), 1,  4,  1,  4,   1,   10,  {31 229}
 7101,  100202000,   1101110111101,   29,  (1775 2),  (3551 1), 0,  1,  3,  6,   3,   12,  {3 263}
 7103,  100202002,   1101110111111,   53,  (3551 1),   (111 6), 2,  3,  5,  8,   5,   14,  {7103}
 7105,  100202011,   1101111000001,   17,   (111 6),  (3553 1), 1,  0,  0,  10,  7,   16,  {5 7 29}
 7107,  100202020,   1101111000011,   17,  (3553 1),  (1777 2), 0,  2,  2,  1,   9,   1,   {3 23 103}
 7109,  100202022,   1101111000101,   41,  (1777 2),  (3555 1), 2,  4,  4,  3,   11,  3,   {7109}
 7111,  100202101,   1101111000111,   53,  (3555 1),   (889 3), 1,  1,  6,  5,   0,   5,   {13 547}
 7113,  100202110,   1101111001001,   14,   (889 3),  (3557 1), 0,  3,  1,  7,   2,   7,   {3 2371}
 7115,  100202112,   1101111001011,   17,  (3557 1),  (1779 2), 2,  0,  3,  9,   4,   9,   {5 1423}
 7117,  100202121,   1101111001101,   53,  (1779 2),  (3559 1), 1,  2,  5,  0,   6,   11,  {11 647}
 7119,  100202200,   1101111001111,   14,  (3559 1),   (445 4), 0,  4,  0,  2,   8,   13,  {3 7 113}
 7121,  100202202,   1101111010001,   53,   (445 4),  (3561 1), 2,  1,  2,  4,   10,  15,  {7121}
 7123,  100202211,   1101111010011,   14,  (3561 1),  (1781 2), 1,  3,  4,  6,   12,  0,   {17 419}
 7125,  100202220,   1101111010101,   24,  (1781 2),  (3563 1), 0,  0,  6,  8,   1,   2,   {3 5 19}
 7127,  100202222,   1101111010111,   58,  (3563 1),   (891 3), 2,  2,  1,  10,  3,   4,   {7127}
 7129,  100210001,   1101111011001,   41,   (891 3),  (3565 1), 1,  4,  3,  1,   5,   6,   {7129}
 7131,  100210010,   1101111011011,   70,  (3565 1),  (1783 2), 0,  1,  5,  3,   7,   8,   {3 2377}
 7133,  100210012,   1101111011101,   14,  (1783 2),  (3567 1), 2,  3,  0,  5,   9,   10,  {7 1019}
 7135,  100210021,   1101111011111,   70,  (3567 1),   (223 5), 1,  0,  2,  7,   11,  12,  {5 1427}
 7137,  100210100,   1101111100001,   14,   (223 5),  (3569 1), 0,  2,  4,  9,   0,   14,  {3 13 61}
 7139,  100210102,   1101111100011,   24,  (3569 1),  (1785 2), 2,  4,  6,  0,   2,   16,  {11 59}
 7141,  100210111,   1101111100101,    7,  (1785 2),  (3571 1), 1,  1,  1,  2,   4,   1,   {37 193}
 7143,  100210120,   1101111100111,   70,  (3571 1),   (893 3), 0,  3,  3,  4,   6,   3,   {3 2381}
 7145,  100210122,   1101111101001,   70,   (893 3),  (3573 1), 2,  0,  5,  6,   8,   5,   {5 1429}
 7147,  100210201,   1101111101011,   34,  (3573 1),  (1787 2), 1,  2,  0,  8,   10,  7,   {7 1021}
 7149,  100210210,   1101111101101,   14,  (1787 2),  (3575 1), 0,  4,  2,  10,  12,  9,   {3 2383}
 7151,  100210212,   1101111101111,   34,  (3575 1),   (447 4), 2,  1,  4,  1,   1,   11,  {7151}
 7153,  100210221,   1101111110001,   24,   (447 4),  (3577 1), 1,  3,  6,  3,   3,   13,  {23 311}
 7155,  100211000,   1101111110011,   24,  (3577 1),  (1789 2), 0,  0,  1,  5,   5,   15,  {3 5 53}
 7157,  100211002,   1101111110101,   34,  (1789 2),  (3579 1), 2,  2,  3,  7,   7,   0,   {17 421}
 7159,  100211011,   1101111110111,   24,  (3579 1),   (895 3), 1,  4,  5,  9,   9,   2,   {7159}
 7161,  100211020,   1101111111001,   46,   (895 3),  (3581 1), 0,  1,  0,  0,   11,  4,   {3 7 11 31}
 7163,  100211022,   1101111111011,   17,  (3581 1),  (1791 2), 2,  3,  2,  2,   0,   6,   {13 19 29}
 7165,  100211101,   1101111111101,   34,  (1791 2),  (3583 1), 1,  0,  4,  4,   2,   8,   {5 1433}
 7167,  100211110,   1101111111111,   70,  (3583 1),    (7 10), 0,  2,  6,  6,   4,   10,  {3 2389}
 7169,  100211112,   1110000000001,   24,    (7 10),  (3585 1), 2,  4,  1,  8,   6,   12,  {67 107}
 7171,  100211121,   1110000000011,   24,  (3585 1),  (1793 2), 1,  1,  3,  10,  8,   14,  {71 101}
 7173,  100211200,   1110000000101,   41,  (1793 2),  (3587 1), 0,  3,  5,  1,   10,  16,  {3 797}
 7175,  100211202,   1110000000111,   24,  (3587 1),   (897 3), 2,  0,  0,  3,   12,  1,   {5 7 41}
 7177,  100211211,   1110000001001,   24,   (897 3),  (3589 1), 1,  2,  2,  5,   1,   3,   {7177}
 7179,  100211220,   1110000001011,   41,  (3589 1),  (1795 2), 0,  4,  4,  7,   3,   5,   {3 2393}
 7181,  100211222,   1110000001101,   22,  (1795 2),  (3591 1), 2,  1,  6,  9,   5,   7,   {43 167}
 7183,  100212001,   1110000001111,   53,  (3591 1),   (449 4), 1,  3,  1,  0,   7,   9,   {11 653}
 7185,  100212010,   1110000010001,   22,   (449 4),  (3593 1), 0,  0,  3,  2,   9,   11,  {3 5 479}
 7187,  100212012,   1110000010011,    7,  (3593 1),  (1797 2), 2,  2,  5,  4,   11,  13,  {7187}
 7189,  100212021,   1110000010101,   41,  (1797 2),  (3595 1), 1,  4,  0,  6,   0,   15,  {7 13 79}
 7191,  100212100,   1110000010111,   22,  (3595 1),   (899 3), 0,  1,  2,  8,   2,   0,   {3 17 47}
 7193,  100212102,   1110000011001,   58,   (899 3),  (3597 1), 2,  3,  4,  10,  4,   2,   {7193}
 7195,  100212111,   1110000011011,   41,  (3597 1),  (1799 2), 1,  0,  6,  1,   6,   4,   {5 1439}
 7197,  100212120,   1110000011101,   22,  (1799 2),  (3599 1), 0,  2,  1,  3,   8,   6,   {3 2399}
 7199,  100212122,   1110000011111,   58,  (3599 1),   (225 5), 2,  4,  3,  5,   10,  8,   {23 313}
 7201,  100212201,   1110000100001,   58,   (225 5),  (3601 1), 1,  1,  5,  7,   12,  10,  {19 379}
 7203,  100212210,   1110000100011,   41,  (3601 1),  (1801 2), 0,  3,  0,  9,   1,   12,  {3 7}
 7205,  100212212,   1110000100101,   58,  (1801 2),  (3603 1), 2,  0,  2,  0,   3,   14,  {5 11 131}
 7207,  100212221,   1110000100111,   22,  (3603 1),   (901 3), 1,  2,  4,  2,   5,   16,  {7207}
 7209,  100220000,   1110000101001,   22,   (901 3),  (3605 1), 0,  4,  6,  4,   7,   1,   {3 89}
 7211,  100220002,   1110000101011,   41,  (3605 1),  (1803 2), 2,  1,  1,  6,   9,   3,   {7211}
 7213,  100220011,   1110000101101,   12,  (1803 2),  (3607 1), 1,  3,  3,  8,   11,  5,   {7213}
 7215,  100220020,   1110000101111,   22,  (3607 1),   (451 4), 0,  0,  5,  10,  0,   7,   {3 5 13 37}
 7217,  100220022,   1110000110001,   12,   (451 4),  (3609 1), 2,  2,  0,  1,   2,   9,   {7 1031}
 7219,  100220101,   1110000110011,   12,  (3609 1),  (1805 2), 1,  4,  2,  3,   4,   11,  {7219}
 7221,  100220110,   1110000110101,   17,  (1805 2),  (3611 1), 0,  1,  4,  5,   6,   13,  {3 29 83}
 7223,  100220112,   1110000110111,   22,  (3611 1),   (903 3), 2,  3,  6,  7,   8,   15,  {31 233}
 7225,  100220121,   1110000111001,   12,   (903 3),  (3613 1), 1,  0,  1,  9,   10,  0,   {5 17}
 7227,  100220200,   1110000111011,   46,  (3613 1),  (1807 2), 0,  2,  3,  0,   12,  2,   {3 11 73}
 7229,  100220202,   1110000111101,   41,  (1807 2),  (3615 1), 2,  4,  5,  2,   1,   4,   {7229}
 7231,  100220211,   1110000111111,   22,  (3615 1),   (113 6), 1,  1,  0,  4,   3,   6,   {7 1033}
 7233,  100220220,   1110001000001,   58,   (113 6),  (3617 1), 0,  3,  2,  6,   5,   8,   {3 2411}
 7235,  100220222,   1110001000011,   58,  (3617 1),  (1809 2), 2,  0,  4,  8,   7,   10,  {5 1447}
 7237,  100221001,   1110001000101,   17,  (1809 2),  (3619 1), 1,  2,  6,  10,  9,   12,  {7237}
 7239,  100221010,   1110001000111,   12,  (3619 1),   (905 3), 0,  4,  1,  1,   11,  14,  {3 19 127}
 7241,  100221012,   1110001001001,   34,   (905 3),  (3621 1), 2,  1,  3,  3,   0,   16,  {13 557}
 7243,  100221021,   1110001001011,   17,  (3621 1),  (1811 2), 1,  3,  5,  5,   2,   1,   {7243}
 7245,  100221100,   1110001001101,   22,  (1811 2),  (3623 1), 0,  0,  0,  7,   4,   3,   {3 5 7 23}
 7247,  100221102,   1110001001111,   41,  (3623 1),   (453 4), 2,  2,  2,  9,   6,   5,   {7247}
 7249,  100221111,   1110001010001,   22,   (453 4),  (3625 1), 1,  4,  4,  0,   8,   7,   {11 659}
 7251,  100221120,   1110001010011,   22,  (3625 1),  (1813 2), 0,  1,  6,  2,   10,  9,   {3 2417}
 7253,  100221122,   1110001010101,    2,  (1813 2),  (3627 1), 2,  3,  1,  4,   12,  11,  {7253}
 7255,  100221201,   1110001010111,   17,  (3627 1),   (907 3), 1,  0,  3,  6,   1,   13,  {5 1451}
 7257,  100221210,   1110001011001,   22,   (907 3),  (3629 1), 0,  2,  5,  8,   3,   15,  {3 41 59}
 7259,  100221212,   1110001011011,   58,  (3629 1),  (1815 2), 2,  4,  0,  10,  5,   0,   {7 17 61}
 7261,  100221221,   1110001011101,   17,  (1815 2),  (3631 1), 1,  1,  2,  1,   7,   2,   {53 137}
 7263,  100222000,   1110001011111,   34,  (3631 1),   (227 5), 0,  3,  4,  3,   9,   4,   {3 269}
 7265,  100222002,   1110001100001,   58,   (227 5),  (3633 1), 2,  0,  6,  5,   11,  6,   {5 1453}
 7267,  100222011,   1110001100011,   22,  (3633 1),  (1817 2), 1,  2,  1,  7,   0,   8,   {13 43}
 7269,  100222020,   1110001100101,   22,  (1817 2),  (3635 1), 0,  4,  3,  9,   2,   10,  {3 2423}
 7271,  100222022,   1110001100111,   58,  (3635 1),   (909 3), 2,  1,  5,  0,   4,   12,  {11 661}
 7273,  100222101,   1110001101001,   46,   (909 3),  (3637 1), 1,  3,  0,  2,   6,   14,  {7 1039}
 7275,  100222110,   1110001101011,   46,  (3637 1),  (1819 2), 0,  0,  2,  4,   8,   16,  {3 5 97}
 7277,  100222112,   1110001101101,   58,  (1819 2),  (3639 1), 2,  2,  4,  6,   10,  1,   {19 383}
 7279,  100222121,   1110001101111,   63,  (3639 1),   (455 4), 1,  4,  6,  8,   12,  3,   {29 251}
 7281,  100222200,   1110001110001,    2,   (455 4),  (3641 1), 0,  1,  1,  10,  1,   5,   {3 809}
 7283,  100222202,   1110001110011,   41,  (3641 1),  (1821 2), 2,  3,  3,  1,   3,   7,   {7283}
 7285,  100222211,   1110001110101,   12,  (1821 2),  (3643 1), 1,  0,  5,  3,   5,   9,   {5 31 47}
 7287,  100222220,   1110001110111,   58,  (3643 1),   (911 3), 0,  2,  0,  5,   7,   11,  {3 7 347}
 7289,  100222222,   1110001111001,   41,   (911 3),  (3645 1), 2,  4,  2,  7,   9,   13,  {37 197}
 7291,  101000001,   1110001111011,   58,  (3645 1),  (1823 2), 1,  1,  4,  9,   11,  15,  {23 317}
 7293,  101000010,   1110001111101,   58,  (1823 2),  (3647 1), 0,  3,  6,  0,   0,   0,   {3 11 13 17}
 7295,  101000012,   1110001111111,   29,  (3647 1),    (57 7), 2,  0,  1,  2,   2,   2,   {5 1459}
 7297,  101000021,   1110010000001,   58,    (57 7),  (3649 1), 1,  2,  3,  4,   4,   4,   {7297}
 7299,  101000100,   1110010000011,   12,  (3649 1),  (1825 2), 0,  4,  5,  6,   6,   6,   {3 811}
 7301,  101000102,   1110010000101,   12,  (1825 2),  (3651 1), 2,  1,  0,  8,   8,   8,   {7 149}
 7303,  101000111,   1110010000111,   58,  (3651 1),   (913 3), 1,  3,  2,  10,  10,  10,  {67 109}
 7305,  101000120,   1110010001001,   70,   (913 3),  (3653 1), 0,  0,  4,  1,   12,  12,  {3 5 487}
 7307,  101000122,   1110010001011,   12,  (3653 1),  (1827 2), 2,  2,  6,  3,   1,   14,  {7307}
 7309,  101000201,   1110010001101,   46,  (1827 2),  (3655 1), 1,  4,  1,  5,   3,   16,  {7309}
 7311,  101000210,   1110010001111,   41,  (3655 1),   (457 4), 0,  1,  3,  7,   5,   1,   {3 2437}
 7313,  101000212,   1110010010001,   41,   (457 4),  (3657 1), 2,  3,  5,  9,   7,   3,   {71 103}
 7315,  101000221,   1110010010011,   41,  (3657 1),  (1829 2), 1,  0,  0,  0,   9,   5,   {5 7 11 19}
 7317,  101001000,   1110010010101,   46,  (1829 2),  (3659 1), 0,  2,  2,  2,   11,  7,   {3 271}
 7319,  101001002,   1110010010111,   46,  (3659 1),   (915 3), 2,  4,  4,  4,   0,   9,   {13 563}
 7321,  101001011,   1110010011001,   12,   (915 3),  (3661 1), 1,  1,  6,  6,   2,   11,  {7321}
 7323,  101001020,   1110010011011,   58,  (3661 1),  (1831 2), 0,  3,  1,  8,   4,   13,  {3 2441}
 7325,  101001022,   1110010011101,   22,  (1831 2),  (3663 1), 2,  0,  3,  10,  6,   15,  {5 293}
 7327,  101001101,   1110010011111,   34,  (3663 1),   (229 5), 1,  2,  5,  1,   8,   0,   {17 431}
 7329,  101001110,   1110010100001,   34,   (229 5),  (3665 1), 0,  4,  0,  3,   10,  2,   {3 7 349}
 7331,  101001112,   1110010100011,   12,  (3665 1),  (1833 2), 2,  1,  2,  5,   12,  4,   {7331}
 7333,  101001121,   1110010100101,   12,  (1833 2),  (3667 1), 1,  3,  4,  7,   1,   6,   {7333}
 7335,  101001200,   1110010100111,   24,  (3667 1),   (917 3), 0,  0,  6,  9,   3,   8,   {3 5 163}
 7337,  101001202,   1110010101001,   63,   (917 3),  (3669 1), 2,  2,  1,  0,   5,   10,  {11 23 29}
 7339,  101001211,   1110010101011,   70,  (3669 1),  (1835 2), 1,  4,  3,  2,   7,   12,  {41 179}
 7341,  101001220,   1110010101101,   46,  (1835 2),  (3671 1), 0,  1,  5,  4,   9,   14,  {3 2447}
 7343,  101001222,   1110010101111,   22,  (3671 1),   (459 4), 2,  3,  0,  6,   11,  16,  {7 1049}
 7345,  101002001,   1110010110001,   58,   (459 4),  (3673 1), 1,  0,  2,  8,   0,   1,   {5 13 113}
 7347,  101002010,   1110010110011,   58,  (3673 1),  (1837 2), 0,  2,  4,  10,  2,   3,   {3 31 79}
 7349,  101002012,   1110010110101,   46,  (1837 2),  (3675 1), 2,  4,  6,  1,   4,   5,   {7349}
 7351,  101002021,   1110010110111,   34,  (3675 1),   (919 3), 1,  1,  1,  3,   6,   7,   {7351}
 7353,  101002100,   1110010111001,   58,   (919 3),  (3677 1), 0,  3,  3,  5,   8,   9,   {3 19 43}
 7355,  101002102,   1110010111011,   34,  (3677 1),  (1839 2), 2,  0,  5,  7,   10,  11,  {5 1471}
 7357,  101002111,   1110010111101,   58,  (1839 2),  (3679 1), 1,  2,  0,  9,   12,  13,  {7 1051}
 7359,  101002120,   1110010111111,   51,  (3679 1),   (115 6), 0,  4,  2,  0,   1,   15,  {3 11 223}
 7361,  101002122,   1110011000001,   46,   (115 6),  (3681 1), 2,  1,  4,  2,   3,   0,   {17 433}
 7363,  101002201,   1110011000011,   46,  (3681 1),  (1841 2), 1,  3,  6,  4,   5,   2,   {37 199}
 7365,  101002210,   1110011000101,   46,  (1841 2),  (3683 1), 0,  0,  1,  6,   7,   4,   {3 5 491}
 7367,  101002212,   1110011000111,   41,  (3683 1),   (921 3), 2,  2,  3,  8,   9,   6,   {53 139}
 7369,  101002221,   1110011001001,   12,   (921 3),  (3685 1), 1,  4,  5,  10,  11,  8,   {7369}
 7371,  101010000,   1110011001011,   12,  (3685 1),  (1843 2), 0,  1,  0,  1,   0,   10,  {3 7 13}
 7373,  101010002,   1110011001101,   46,  (1843 2),  (3687 1), 2,  3,  2,  3,   2,   12,  {73 101}
 7375,  101010011,   1110011001111,   12,  (3687 1),   (461 4), 1,  0,  4,  5,   4,   14,  {5 59}
 7377,  101010020,   1110011010001,   34,   (461 4),  (3689 1), 0,  2,  6,  7,   6,   16,  {3 2459}
 7379,  101010022,   1110011010011,   34,  (3689 1),  (1845 2), 2,  4,  1,  9,   8,   1,   {47 157}
 7381,  101010101,   1110011010101,   10,  (1845 2),  (3691 1), 1,  1,  3,  0,   10,  3,   {11 61}
 7383,  101010110,   1110011010111,   22,  (3691 1),   (923 3), 0,  3,  5,  2,   12,  5,   {3 23 107}
 7385,  101010112,   1110011011001,   22,   (923 3),  (3693 1), 2,  0,  0,  4,   1,   7,   {5 7 211}
 7387,  101010121,   1110011011011,   22,  (3693 1),  (1847 2), 1,  2,  2,  6,   3,   9,   {83 89}
 7389,  101010200,   1110011011101,   22,  (1847 2),  (3695 1), 0,  4,  4,  8,   5,   11,  {3 821}
 7391,  101010202,   1110011011111,   75,  (3695 1),   (231 5), 2,  1,  6,  10,  7,   13,  {19 389}
 7393,  101010211,   1110011100001,   17,   (231 5),  (3697 1), 1,  3,  1,  1,   9,   15,  {7393}
 7395,  101010220,   1110011100011,   10,  (3697 1),  (1849 2), 0,  0,  3,  3,   11,  0,   {3 5 17 29}
 7397,  101010222,   1110011100101,   22,  (1849 2),  (3699 1), 2,  2,  5,  5,   0,   2,   {13 569}
 7399,  101011001,   1110011100111,   31,  (3699 1),   (925 3), 1,  4,  0,  7,   2,   4,   {7 151}
 7401,  101011010,   1110011101001,   22,   (925 3),  (3701 1), 0,  1,  2,  9,   4,   6,   {3 2467}
 7403,  101011012,   1110011101011,   70,  (3701 1),  (1851 2), 2,  3,  4,  0,   6,   8,   {11 673}
 7405,  101011021,   1110011101101,   46,  (1851 2),  (3703 1), 1,  0,  6,  2,   8,   10,  {5 1481}
 7407,  101011100,   1110011101111,   17,  (3703 1),   (463 4), 0,  2,  1,  4,   10,  12,  {3 823}
 7409,  101011102,   1110011110001,   46,   (463 4),  (3705 1), 2,  4,  3,  6,   12,  14,  {31 239}
 7411,  101011111,   1110011110011,   58,  (3705 1),  (1853 2), 1,  1,  5,  8,   1,   16,  {7411}
 7413,  101011120,   1110011110101,   46,  (1853 2),  (3707 1), 0,  3,  0,  10,  3,   1,   {3 7 353}
 7415,  101011122,   1110011110111,   46,  (3707 1),   (927 3), 2,  0,  2,  1,   5,   3,   {5 1483}
 7417,  101011201,   1110011111001,   41,   (927 3),  (3709 1), 1,  2,  4,  3,   7,   5,   {7417}
 7419,  101011210,   1110011111011,   22,  (3709 1),  (1855 2), 0,  4,  6,  5,   9,   7,   {3 2473}
 7421,  101011212,   1110011111101,   41,  (1855 2),  (3711 1), 2,  1,  1,  7,   11,  9,   {41 181}
 7423,  101011221,   1110011111111,   87,  (3711 1),    (29 8), 1,  3,  3,  9,   0,   11,  {13 571}
 7425,  101012000,   1110100000001,   46,    (29 8),  (3713 1), 0,  0,  5,  0,   2,   13,  {3 5 11}
 7427,  101012002,   1110100000011,   22,  (3713 1),  (1857 2), 2,  2,  0,  2,   4,   15,  {7 1061}
 7429,  101012011,   1110100000101,   10,  (1857 2),  (3715 1), 1,  4,  2,  4,   6,   0,   {17 19 23}
 7431,  101012020,   1110100000111,   22,  (3715 1),   (929 3), 0,  1,  4,  6,   8,   2,   {3 2477}
 7433,  101012022,   1110100001001,   22,   (929 3),  (3717 1), 2,  3,  6,  8,   10,  4,   {7433}
 7435,  101012101,   1110100001011,   12,  (3717 1),  (1859 2), 1,  0,  1,  10,  12,  6,   {5 1487}
 7437,  101012110,   1110100001101,   46,  (1859 2),  (3719 1), 0,  2,  3,  1,   1,   8,   {3 37 67}
 7439,  101012112,   1110100001111,   12,  (3719 1),   (465 4), 2,  4,  5,  3,   3,   10,  {43 173}
 7441,  101012121,   1110100010001,   46,   (465 4),  (3721 1), 1,  1,  0,  5,   5,   12,  {7 1063}
 7443,  101012200,   1110100010011,   22,  (3721 1),  (1861 2), 0,  3,  2,  7,   7,   14,  {3 827}
 7445,  101012202,   1110100010101,   10,  (1861 2),  (3723 1), 2,  0,  4,  9,   9,   16,  {5 1489}
 7447,  101012211,   1110100010111,   46,  (3723 1),   (931 3), 1,  2,  6,  0,   11,  1,   {11 677}
 7449,  101012220,   1110100011001,   39,   (931 3),  (3725 1), 0,  4,  1,  2,   0,   3,   {3 13 191}
 7451,  101012222,   1110100011011,   58,  (3725 1),  (1863 2), 2,  1,  3,  4,   2,   5,   {7451}
 7453,  101020001,   1110100011101,   22,  (1863 2),  (3727 1), 1,  3,  5,  6,   4,   7,   {29 257}
 7455,  101020010,   1110100011111,   22,  (3727 1),   (233 5), 0,  0,  0,  8,   6,   9,   {3 5 7 71}
 7457,  101020012,   1110100100001,   22,   (233 5),  (3729 1), 2,  2,  2,  10,  8,   11,  {7457}
 7459,  101020021,   1110100100011,   22,  (3729 1),  (1865 2), 1,  4,  4,  1,   10,  13,  {7459}
 7461,  101020100,   1110100100101,   22,  (1865 2),  (3731 1), 0,  1,  6,  3,   12,  15,  {3 829}
 7463,  101020102,   1110100100111,   22,  (3731 1),   (933 3), 2,  3,  1,  5,   1,   0,   {17 439}
 7465,  101020111,   1110100101001,   22,   (933 3),  (3733 1), 1,  0,  3,  7,   3,   2,   {5 1493}
 7467,  101020120,   1110100101011,   22,  (3733 1),  (1867 2), 0,  2,  5,  9,   5,   4,   {3 19 131}
 7469,  101020122,   1110100101101,   10,  (1867 2),  (3735 1), 2,  4,  0,  0,   7,   6,   {7 11 97}
 7471,  101020201,   1110100101111,   22,  (3735 1),   (467 4), 1,  1,  2,  2,   9,   8,   {31 241}
 7473,  101020210,   1110100110001,   34,   (467 4),  (3737 1), 0,  3,  4,  4,   11,  10,  {3 47 53}
 7475,  101020212,   1110100110011,   34,  (3737 1),  (1869 2), 2,  0,  6,  6,   0,   12,  {5 13 23}
 7477,  101020221,   1110100110101,   29,  (1869 2),  (3739 1), 1,  2,  1,  8,   2,   14,  {7477}
 7479,  101021000,   1110100110111,   39,  (3739 1),   (935 3), 0,  4,  3,  10,  4,   16,  {3 277}
 7481,  101021002,   1110100111001,   58,   (935 3),  (3741 1), 2,  1,  5,  1,   6,   1,   {7481}
 7483,  101021011,   1110100111011,   10,  (3741 1),  (1871 2), 1,  3,  0,  3,   8,   3,   {7 1069}
 7485,  101021020,   1110100111101,   46,  (1871 2),  (3743 1), 0,  0,  2,  5,   10,  5,   {3 5 499}
 7487,  101021022,   1110100111111,   22,  (3743 1),   (117 6), 2,  2,  4,  7,   12,  7,   {7487}
 7489,  101021101,   1110101000001,   29,   (117 6),  (3745 1), 1,  4,  6,  9,   1,   9,   {7489}
 7491,  101021110,   1110101000011,   58,  (3745 1),  (1873 2), 0,  1,  1,  0,   3,   11,  {3 11 227}
 7493,  101021112,   1110101000101,   29,  (1873 2),  (3747 1), 2,  3,  3,  2,   5,   13,  {59 127}
 7495,  101021121,   1110101000111,   22,  (3747 1),   (937 3), 1,  0,  5,  4,   7,   15,  {5 1499}
 7497,  101021200,   1110101001001,   19,   (937 3),  (3749 1), 0,  2,  0,  6,   9,   0,   {3 7 17}
 7499,  101021202,   1110101001011,   29,  (3749 1),  (1875 2), 2,  4,  2,  8,   11,  2,   {7499}
 7501,  101021211,   1110101001101,   63,  (1875 2),  (3751 1), 1,  1,  4,  10,  0,   4,   {13 577}
 7503,  101021220,   1110101001111,   19,  (3751 1),   (469 4), 0,  3,  6,  1,   2,   6,   {3 41 61}
 7505,  101021222,   1110101010001,   63,   (469 4),  (3753 1), 2,  0,  1,  3,   4,   8,   {5 19 79}
 7507,  101022001,   1110101010011,   58,  (3753 1),  (1877 2), 1,  2,  3,  5,   6,   10,  {7507}
 7509,  101022010,   1110101010101,    5,  (1877 2),  (3755 1), 0,  4,  5,  7,   8,   12,  {3 2503}
 7511,  101022012,   1110101010111,   19,  (3755 1),   (939 3), 2,  1,  0,  9,   10,  14,  {7 29 37}
 7513,  101022021,   1110101011001,   29,   (939 3),  (3757 1), 1,  3,  2,  0,   12,  16,  {11 683}
 7515,  101022100,   1110101011011,   75,  (3757 1),  (1879 2), 0,  0,  4,  2,   1,   1,   {3 5 167}
 7517,  101022102,   1110101011101,   29,  (1879 2),  (3759 1), 2,  2,  6,  4,   3,   3,   {7517}
 7519,  101022111,   1110101011111,   29,  (3759 1),   (235 5), 1,  4,  1,  6,   5,   5,   {73 103}
 7521,  101022120,   1110101100001,   12,   (235 5),  (3761 1), 0,  1,  3,  8,   7,   7,   {3 23 109}
 7523,  101022122,   1110101100011,   10,  (3761 1),  (1881 2), 2,  3,  5,  10,  9,   9,   {7523}
 7525,  101022201,   1110101100101,   10,  (1881 2),  (3763 1), 1,  0,  0,  1,   11,  11,  {5 7 43}
 7527,  101022210,   1110101100111,   53,  (3763 1),   (941 3), 0,  2,  2,  3,   0,   13,  {3 13 193}
 7529,  101022212,   1110101101001,   19,   (941 3),  (3765 1), 2,  4,  4,  5,   2,   15,  {7529}
 7531,  101022221,   1110101101011,   19,  (3765 1),  (1883 2), 1,  1,  6,  7,   4,   0,   {17 443}
 7533,  101100000,   1110101101101,   29,  (1883 2),  (3767 1), 0,  3,  1,  9,   6,   2,   {3 31}
 7535,  101100002,   1110101101111,   29,  (3767 1),   (471 4), 2,  0,  3,  0,   8,   4,   {5 11 137}
 7537,  101100011,   1110101110001,   46,   (471 4),  (3769 1), 1,  2,  5,  2,   10,  6,   {7537}
 7539,  101100020,   1110101110011,   39,  (3769 1),  (1885 2), 0,  4,  0,  4,   12,  8,   {3 7 359}
 7541,  101100022,   1110101110101,   46,  (1885 2),  (3771 1), 2,  1,  2,  6,   1,   10,  {7541}
 7543,  101100101,   1110101110111,   39,  (3771 1),   (943 3), 1,  3,  4,  8,   3,   12,  {19 397}
 7545,  101100110,   1110101111001,   22,   (943 3),  (3773 1), 0,  0,  6,  10,  5,   14,  {3 5 503}
 7547,  101100112,   1110101111011,   39,  (3773 1),  (1887 2), 2,  2,  1,  1,   7,   16,  {7547}
 7549,  101100121,   1110101111101,   10,  (1887 2),  (3775 1), 1,  4,  3,  3,   9,   1,   {7549}
 7551,  101100200,   1110101111111,   29,  (3775 1),    (59 7), 0,  1,  5,  5,   11,  3,   {3 839}
 7553,  101100202,   1110110000001,   46,    (59 7),  (3777 1), 2,  3,  0,  7,   0,   5,   {7 13 83}
 7555,  101100211,   1110110000011,   46,  (3777 1),  (1889 2), 1,  0,  2,  9,   2,   7,   {5 1511}
 7557,  101100220,   1110110000101,   27,  (1889 2),  (3779 1), 0,  2,  4,  0,   4,   9,   {3 11 229}
 7559,  101100222,   1110110000111,   46,  (3779 1),   (945 3), 2,  4,  6,  2,   6,   11,  {7559}
 7561,  101101001,   1110110001001,   27,   (945 3),  (3781 1), 1,  1,  1,  4,   8,   13,  {7561}
 7563,  101101010,   1110110001011,   27,  (3781 1),  (1891 2), 0,  3,  3,  6,   10,  15,  {3 2521}
 7565,  101101012,   1110110001101,   10,  (1891 2),  (3783 1), 2,  0,  5,  8,   12,  0,   {5 17 89}
 7567,  101101021,   1110110001111,   46,  (3783 1),   (473 4), 1,  2,  0,  10,  1,   2,   {7 23 47}
 7569,  101101100,   1110110010001,   46,   (473 4),  (3785 1), 0,  4,  2,  1,   3,   4,   {3 29}
 7571,  101101102,   1110110010011,   46,  (3785 1),  (1893 2), 2,  1,  4,  3,   5,   6,   {67 113}
