# Odd core environment

This is a list of the first 2000 integers in consecutive order. For every `n`:
- `oc` is the 2-adic "odd core" of the number, after removing all factors of 2. For odd numbers, oc is the number itself.
- `k` is the 2-adic exponent, the number of halvings (n = oc * 2^k). For odd numbers, k is always 0.
- `dist` is the odd-to-odd Collatz stopping distance of the odd core.
- residues of the odd core modulo a set of small primes follow (`m3`, `m5`, etc)

oc,k,dist,m3,m5,m7,m11,m13,m17,m19,m23,m29,m31
49,5,7,1,4,0,5,10,15,11,3,20,18
1569,0,9,0,4,1,7,9,5,11,5,3,19
785,1,43,2,0,1,4,5,3,6,3,2,10
1571,0,43,2,1,3,9,11,7,13,7,5,21
393,2,19,0,3,1,8,3,2,13,2,16,21
1573,0,19,1,3,5,0,0,9,15,9,7,23
787,1,19,1,2,3,6,7,5,8,5,4,12
1575,0,19,0,0,0,2,2,11,17,11,9,25
197,3,7,2,2,1,10,2,10,7,13,23,11
1577,0,31,2,2,2,4,4,13,0,13,11,27
789,1,7,0,4,5,8,9,7,10,7,6,14
1579,0,43,1,4,4,6,6,15,2,15,13,29
395,2,26,2,0,3,10,5,4,15,4,18,23
1581,0,26,0,1,6,8,8,0,4,17,15,0
791,1,26,2,1,0,10,11,9,12,9,8,16
1583,0,60,2,3,1,10,10,2,6,19,17,2
99,4,7,0,4,1,0,8,14,4,7,12,6
1585,0,26,1,0,3,1,12,4,8,21,19,4
793,1,26,1,3,2,1,0,11,14,11,10,18
1587,0,26,0,2,5,3,1,6,10,0,21,6
397,2,7,1,2,5,1,7,6,17,6,20,25
1589,0,7,2,4,0,5,3,8,12,2,23,8
795,1,36,0,0,4,3,2,13,16,13,12,20
1591,0,36,1,1,2,7,5,10,14,4,25,10
199,3,43,1,4,3,1,4,12,9,15,25,13
1593,0,43,0,3,4,9,7,12,16,6,27,12
797,1,43,2,2,6,5,4,15,18,15,14,22
1595,0,24,2,0,6,0,9,14,18,8,0,14
399,2,43,0,4,0,3,9,8,0,8,22,27
1597,0,43,1,2,1,2,11,16,1,10,2,16
799,1,24,1,4,1,7,6,0,1,17,16,24
1599,0,24,0,4,3,4,0,1,3,12,4,18
25,6,7,1,0,4,3,12,8,6,2,25,25
1601,0,19,2,1,5,6,2,3,5,14,6,20
801,1,19,0,1,3,9,8,2,3,19,18,26
1603,0,19,1,3,0,8,4,5,7,16,8,22
401,2,4,2,1,2,5,11,10,2,10,24,29
1605,0,4,0,0,2,10,6,7,9,18,10,24
803,1,4,2,3,5,0,10,4,5,21,20,28
1607,0,60,2,2,4,1,8,9,11,20,12,26
201,3,4,0,1,5,3,6,14,11,17,27,15
1609,0,24,1,4,6,3,10,11,13,22,14,28
805,1,4,1,0,0,2,12,6,7,0,22,30
1611,0,4,0,1,1,5,12,13,15,1,16,30
403,2,4,1,3,4,7,0,12,4,12,26,0
1613,0,4,2,3,3,7,1,15,17,3,18,1
807,1,24,0,2,2,4,1,8,9,2,24,1
1615,0,24,1,0,5,9,3,0,0,5,20,3
101,4,7,2,1,3,2,10,16,6,9,14,8
1617,0,14,0,2,0,0,5,2,2,7,22,5
809,1,14,2,4,4,6,3,10,11,4,26,3
1619,0,14,2,4,2,2,7,4,4,9,24,7
405,2,7,0,0,6,9,2,14,6,14,28,2
1621,0,7,1,1,4,4,9,6,6,11,26,9
811,1,48,1,1,6,8,5,12,13,6,28,5
1623,0,48,0,3,6,6,11,8,8,13,28,11
203,3,12,2,3,0,5,8,16,13,19,0,17
1625,0,48,2,0,1,8,0,10,10,15,1,13
813,1,12,0,3,1,10,7,14,15,8,1,7
1627,0,24,1,2,3,10,2,12,12,17,3,15
407,2,12,2,2,1,0,4,16,8,16,1,4
1629,0,12,0,4,5,1,4,14,14,19,5,17
815,1,48,2,0,3,1,9,16,17,10,3,9
1631,0,48,2,1,0,3,6,16,16,21,7,19
51,5,7,0,1,2,7,12,0,13,5,22,20
1633,0,48,1,3,2,5,8,1,18,0,9,21
817,1,12,1,2,5,3,11,1,0,12,5,11
1635,0,12,0,0,4,7,10,3,1,2,11,23
409,2,12,1,4,3,2,6,1,10,18,3,6
1637,0,12,2,2,6,9,12,5,3,4,13,25
819,1,12,0,4,0,5,0,3,2,14,7,13
1639,0,36,1,4,1,0,1,7,5,6,15,27
205,3,7,1,0,2,7,10,1,15,21,2,19
1641,0,24,0,1,3,2,3,9,7,8,17,29
821,1,7,2,1,2,7,2,5,4,16,9,15
1643,0,24,2,3,5,4,5,11,9,10,19,0
411,2,48,0,1,5,4,8,3,12,20,5,8
1645,0,48,1,0,0,6,7,13,11,12,21,2
823,1,48,1,3,4,9,4,7,6,18,11,17
1647,0,48,0,2,2,8,9,15,13,14,23,4
103,4,31,1,3,5,4,12,1,8,11,16,10
1649,0,7,2,4,4,10,11,0,15,16,25,6
825,1,48,0,0,6,0,6,9,8,20,13,19
1651,0,48,1,1,6,1,0,2,17,18,27,8
413,2,31,2,3,0,6,10,5,14,22,7,10
1653,0,31,0,3,1,3,2,4,0,20,0,10
827,1,12,2,2,1,2,8,11,10,22,15,21
1655,0,12,2,0,3,5,4,6,2,22,2,12
207,3,31,0,2,4,9,12,3,17,0,4,21
1657,0,24,1,2,5,7,6,8,4,1,4,14
829,1,31,1,4,3,4,10,13,12,1,17,23
1659,0,12,0,4,0,9,8,10,6,3,6,16
415,2,48,1,0,2,8,12,7,16,1,9,12
1661,0,48,2,1,2,0,10,12,8,5,8,18
831,1,48,0,1,5,6,12,15,14,3,19,25
1663,0,24,1,3,4,2,12,14,10,7,10,20
13,7,2,1,3,6,2,0,13,13,13,13,13
1665,0,65,0,0,6,4,1,16,12,9,12,22
833,1,7,2,3,0,8,1,0,16,5,21,27
1667,0,7,2,2,1,6,3,1,14,11,14,24
417,2,48,0,2,4,10,1,9,18,3,11,14
1669,0,48,1,4,3,8,5,3,16,13,16,26
835,1,48,1,0,2,10,3,2,18,7,23,29
1671,0,12,0,1,5,10,7,5,18,15,18,28
209,3,12,2,4,6,0,1,5,0,2,6,23
1673,0,31,2,3,0,1,9,7,1,17,20,30
837,1,12,0,2,4,1,5,4,1,9,25,0
1675,0,48,1,0,2,3,11,9,3,19,22,1
419,2,12,2,4,6,1,3,11,1,5,13,16
1677,0,12,0,2,4,5,0,11,5,21,24,3
839,1,29,2,4,6,3,7,6,3,11,27,2
1679,0,29,2,4,6,7,2,13,7,0,26,5
105,4,12,0,0,0,6,1,3,10,13,18,12
1681,0,12,1,1,1,9,4,15,9,2,28,7
841,1,12,1,1,1,5,9,8,5,13,0,4
1683,0,12,0,3,3,0,6,0,11,4,1,9
421,2,12,1,1,1,3,5,13,3,7,15,18
1685,0,12,2,0,5,2,8,2,13,6,3,11
843,1,12,0,3,3,7,11,10,7,15,2,6
1687,0,12,1,2,0,4,10,4,15,8,5,13
211,3,12,1,1,1,2,3,7,2,4,8,25
1689,0,9,0,4,2,6,12,6,17,10,7,15
845,1,12,2,0,5,9,0,12,9,17,4,8
1691,0,48,2,1,4,8,1,8,0,12,9,17
423,2,9,0,3,3,5,7,15,5,9,17,20
1693,0,9,1,3,6,10,3,10,2,14,11,19
847,1,9,1,2,0,0,2,14,11,19,6,10
1695,0,65,0,0,1,1,5,12,4,16,13,21
53,5,2,2,3,4,9,1,2,15,7,24,22
1697,0,9,2,2,3,3,7,14,6,18,15,23
849,1,19,0,4,2,2,4,16,13,21,8,12
1699,0,19,1,4,5,5,9,16,8,20,17,25
425,2,19,2,0,5,7,9,0,7,11,19,22
1701,0,19,0,1,0,7,11,1,10,22,19,27
851,1,19,2,1,4,4,6,1,15,0,10,14
1703,0,19,2,3,2,9,0,3,12,1,21,29
213,3,2,0,3,3,4,5,9,4,6,10,27
1705,0,48,1,0,4,0,2,5,14,3,23,0
853,1,2,1,3,6,6,8,3,17,2,12,16
1707,0,53,0,2,6,2,4,7,16,5,25,2
427,2,17,1,2,0,9,11,2,9,13,21,24
1709,0,17,2,4,1,4,6,9,18,7,27,4
855,1,17,0,0,1,8,10,5,0,4,14,18
1711,0,53,1,1,3,6,8,11,1,9,0,6
107,4,36,2,2,2,8,3,5,12,15,20,14
1713,0,7,0,3,5,8,10,13,3,11,2,8
857,1,7,2,2,3,10,12,7,2,6,16,20
1715,0,7,2,0,0,10,12,15,5,13,4,10
429,2,36,0,4,2,0,0,4,11,15,23,26
1717,0,36,1,2,2,1,1,0,7,15,6,12
859,1,53,1,4,5,1,1,9,4,8,18,22
1719,0,53,0,4,4,3,3,2,9,17,8,14
215,3,36,2,0,5,6,7,11,6,8,12,29
1721,0,17,2,1,6,5,5,4,11,19,10,16
861,1,36,0,1,0,3,3,11,6,10,20,24
1723,0,17,1,3,1,7,7,6,13,21,12,18
431,2,12,2,1,4,2,2,6,13,17,25,28
1725,0,12,0,0,3,9,9,8,15,0,14,20
863,1,12,2,3,2,5,5,13,8,12,22,26
1727,0,17,2,2,5,0,11,10,17,2,16,22
27,6,41,0,2,6,5,1,10,8,4,27,27
1729,0,36,1,4,0,2,0,12,0,4,18,24
865,1,53,1,0,4,7,7,15,10,14,24,28
1731,0,53,0,1,2,4,2,14,2,6,20,26
433,2,7,1,3,6,4,4,8,15,19,27,30
1733,0,7,2,3,4,6,4,16,4,8,22,28
867,1,7,0,2,6,9,9,0,12,16,26,30
1735,0,36,1,0,6,8,6,1,6,10,24,30
217,3,7,1,2,0,8,9,13,8,10,14,0
1737,0,36,0,2,1,10,8,3,8,12,26,1
869,1,7,2,4,1,0,11,2,14,18,28,1
1739,0,17,2,4,3,1,10,5,10,14,28,3
435,2,7,0,0,1,6,6,10,17,21,0,1
1741,0,7,1,1,5,3,12,7,12,16,1,5
871,1,65,1,1,3,2,0,4,16,20,1,3
1743,0,65,0,3,0,5,1,9,14,18,3,7
109,4,41,1,4,4,10,5,7,14,17,22,16
1745,0,53,2,0,2,7,3,11,16,20,5,9
873,1,53,0,3,5,4,2,6,18,22,3,5
1747,0,53,1,2,4,9,5,13,18,22,7,11
437,2,41,2,2,3,8,8,12,0,0,2,3
1749,0,41,0,4,6,0,7,15,1,1,9,13
875,1,7,2,0,0,6,4,8,1,1,5,7
1751,0,7,2,1,1,2,9,0,3,3,11,15
219,3,17,0,4,2,10,11,15,10,12,16,2
1753,0,17,1,3,3,4,11,2,5,5,13,17
877,1,17,1,2,2,8,6,10,3,3,7,9
1755,0,12,0,0,5,6,0,4,7,7,15,19
439,2,17,1,4,5,10,10,14,2,2,4,5
1757,0,17,2,2,0,8,2,6,9,9,17,21
879,1,53,0,4,4,10,8,12,5,5,9,11
1759,0,53,1,4,2,10,4,8,11,11,19,23
55,5,41,1,0,6,0,3,4,17,9,26,24
1761,0,36,0,1,4,1,6,10,13,13,21,25
881,1,41,2,1,6,1,10,14,7,7,11,13
1763,0,41,2,3,6,3,8,12,15,15,23,27
441,2,7,0,1,0,1,12,16,4,4,6,7
1765,0,7,1,0,1,5,10,14,17,17,25,29
883,1,7,1,3,1,3,12,16,9,9,13,15
1767,0,53,0,2,3,7,12,16,0,19,27,0
221,3,41,2,1,4,1,0,0,12,14,18,4
1769,0,17,2,4,5,9,1,1,2,21,0,2
885,1,41,0,0,3,5,1,1,11,11,15,17
1771,0,17,1,1,0,0,3,3,4,0,2,4
443,2,17,2,3,2,3,1,1,6,6,8,9
1773,0,17,0,3,2,2,5,5,6,2,4,6
887,1,17,2,2,5,7,3,3,13,13,17,19
1775,0,29,2,0,4,4,7,7,8,4,6,8
111,4,24,0,1,6,1,7,9,16,19,24,18
1777,0,41,1,2,6,6,9,9,10,6,8,10
889,1,53,1,4,0,9,5,5,15,15,19,21
1779,0,53,0,4,1,8,11,11,12,8,10,12
445,2,24,1,0,4,5,3,3,8,8,10,11
1781,0,24,2,1,3,10,0,13,14,10,12,14
891,1,14,0,1,2,0,7,7,17,17,21,23
1783,0,14,1,3,5,1,2,15,16,12,14,16
223,3,24,1,3,6,3,2,2,14,16,20,6
1785,0,7,0,0,0,3,4,0,18,14,16,18
893,1,24,2,3,4,2,9,9,0,19,23,25
1787,0,14,2,2,2,5,6,2,1,16,18,20
447,2,34,0,2,6,7,5,5,10,10,12,13
1789,0,34,1,4,4,7,8,4,3,18,20,22
895,1,34,1,0,6,4,11,11,2,21,25,27
1791,0,34,0,1,6,9,10,6,5,20,22,24
7,8,5,1,2,0,7,7,7,7,7,7,7
1793,0,41,2,3,1,0,12,8,7,22,24,26
897,1,22,0,2,1,6,0,13,4,0,27,29
1795,0,22,1,0,3,2,1,10,9,1,26,28
449,2,41,2,4,1,9,7,7,12,12,14,15
1797,0,41,0,2,5,4,3,12,11,3,28,30
899,1,41,2,4,3,8,2,15,6,2,0,0
1799,0,22,2,4,0,6,5,14,13,5,1,1
225,3,17,0,0,1,5,4,4,16,18,22,8
1801,0,58,1,1,2,8,7,16,15,7,3,3
901,1,17,1,1,5,10,4,0,8,4,2,2
1803,0,12,0,3,4,10,9,1,17,9,5,5
451,2,17,1,1,3,0,9,9,14,14,16,17
1805,0,17,2,0,6,1,11,3,0,11,7,7
903,1,41,0,3,0,1,6,2,10,6,4,4
1807,0,41,1,2,1,3,0,5,2,13,9,9
113,4,2,2,3,1,3,9,11,18,21,26,20
1809,0,17,0,4,3,5,2,7,4,15,11,11
905,1,22,2,0,2,3,8,4,12,8,6,6
1811,0,22,2,1,5,7,4,9,6,17,13,13
453,2,2,0,3,5,2,11,11,16,16,18,19
1813,0,2,1,3,0,9,6,11,8,19,15,15
907,1,17,1,2,4,5,10,6,14,10,8,8
1815,0,17,0,0,2,0,8,13,10,21,17,17
227,3,2,2,2,3,7,6,6,18,20,24,10
1817,0,22,2,2,4,2,10,15,12,0,19,19
909,1,2,0,4,6,7,12,8,16,12,10,10
1819,0,58,1,4,6,4,12,0,14,2,21,21
455,2,12,2,0,0,4,0,13,18,18,20,21
1821,0,12,0,1,1,6,1,2,16,4,23,23
911,1,12,2,1,1,9,1,10,18,14,12,12
1823,0,58,2,3,3,8,3,4,18,6,25,25
57,5,10,0,2,1,2,5,6,0,11,28,26
1825,0,12,1,0,5,10,5,6,1,8,27,27
913,1,46,1,3,3,0,3,12,1,16,14,14
1827,0,46,0,2,0,1,7,8,3,10,0,29
457,2,46,1,2,2,6,2,15,1,20,22,23
1829,0,46,2,4,2,3,9,10,5,12,2,0
915,1,46,0,0,5,2,5,14,3,18,16,16
1831,0,22,1,1,4,5,11,12,7,14,4,2
229,3,10,1,4,5,9,8,8,1,22,26,12
1833,0,12,0,3,6,7,0,14,9,16,6,4
917,1,10,2,2,0,4,7,16,5,20,18,18
1835,0,46,2,0,1,9,2,16,11,18,8,6
459,2,46,0,4,4,8,4,0,3,22,24,25
1837,0,46,1,2,3,0,4,1,13,20,10,8
919,1,46,1,4,2,6,9,1,7,22,20,20
1839,0,58,0,4,5,2,6,3,15,22,12,10
115,4,10,1,0,3,5,11,13,1,0,28,22
1841,0,46,2,1,0,4,8,5,17,1,14,12
921,1,46,0,1,4,8,11,3,9,1,22,22
1843,0,46,1,3,2,6,10,7,0,3,16,14
461,2,10,2,1,6,10,6,2,5,1,26,27
1845,0,10,0,0,4,8,12,9,2,5,18,16
923,1,22,2,3,6,10,0,5,11,3,24,24
1847,0,22,2,2,6,10,1,11,4,7,20,18
231,3,46,0,1,0,0,10,10,3,1,28,14
1849,0,22,1,4,1,1,3,13,6,9,22,20
925,1,46,1,0,1,1,2,7,13,5,26,26
1851,0,46,0,1,3,3,5,15,8,11,24,22
463,2,46,1,3,1,1,8,4,7,3,28,29
1853,0,46,2,3,5,5,7,0,10,13,26,24
927,1,41,0,2,3,3,4,9,15,7,28,28
1855,0,41,1,0,0,7,9,2,12,15,28,26
29,6,5,2,4,1,7,3,12,10,6,0,29
1857,0,10,0,2,2,9,11,4,14,17,1,28
929,1,46,2,4,5,5,6,11,17,9,1,30
1859,0,46,2,4,4,0,0,6,16,19,3,30
465,2,10,0,0,3,3,10,6,9,5,1,0
1861,0,10,1,1,6,2,2,8,18,21,5,1
931,1,10,1,1,0,7,8,13,0,11,3,1
1863,0,22,0,3,1,4,4,10,1,0,7,3
233,3,29,2,3,2,2,12,12,5,3,1,16
1865,0,22,2,0,3,6,6,12,3,2,9,5
933,1,29,0,3,2,9,10,15,2,13,5,3
1867,0,10,1,2,5,8,8,14,5,4,11,7
467,2,29,2,2,5,5,12,8,11,7,3,2
1869,0,29,0,4,0,10,10,16,7,6,13,9
935,1,46,2,0,4,0,12,0,4,15,7,5
1871,0,46,2,1,2,1,12,1,9,8,15,11
117,4,5,0,2,5,7,0,15,3,2,1,24
1873,0,29,1,3,4,3,1,3,11,10,17,13
937,1,63,1,2,6,2,1,2,6,17,9,7
1875,0,63,0,0,6,5,3,5,13,12,19,15
469,2,5,1,4,0,7,1,10,13,9,5,4
1877,0,5,2,2,1,7,5,7,15,14,21,17
939,1,29,0,4,1,4,3,4,8,19,11,9
1879,0,29,1,4,3,9,7,9,17,16,23,19
235,3,46,1,0,4,4,1,14,7,5,3,18
1881,0,10,0,1,5,0,9,11,0,18,25,21
941,1,46,2,1,3,6,5,6,10,21,13,11
1883,0,29,2,3,0,2,11,13,2,20,27,23
471,2,46,0,1,2,9,3,12,15,11,7,6
1885,0,46,1,0,2,4,0,15,4,22,0,25
943,1,10,1,3,5,8,7,8,12,0,15,13
1887,0,10,0,2,4,6,2,0,6,1,2,27
59,5,10,2,4,3,4,7,8,2,13,1,28
1889,0,27,2,4,6,8,4,2,8,3,4,29
945,1,10,0,0,0,10,9,10,14,2,17,15
1891,0,10,1,1,1,10,6,4,10,5,6,0
473,2,10,2,3,4,0,5,14,17,13,9,8
1893,0,10,0,3,3,1,8,6,12,7,8,2
947,1,10,2,2,2,1,11,12,16,4,19,17
1895,0,63,2,0,5,3,10,8,14,9,10,4
237,3,10,0,2,6,6,3,16,9,7,5,20
1897,0,22,1,2,0,5,12,10,16,11,12,6
949,1,10,1,4,4,3,0,14,18,6,21,19
1899,0,22,0,4,2,7,1,12,18,13,14,8
475,2,7,1,0,6,2,7,16,0,15,11,10
1901,0,7,2,1,4,9,3,14,1,15,16,10
951,1,7,0,1,6,5,2,16,1,8,23,21
1903,0,46,1,3,6,0,5,16,3,17,18,12
119,4,10,2,4,0,9,2,0,5,4,3,26
1905,0,10,0,0,1,2,7,1,5,19,20,14
953,1,7,2,3,1,7,4,1,3,10,25,23
1907,0,7,2,2,3,4,9,3,7,21,22,16
477,2,10,0,2,1,4,9,1,2,17,13,12
1909,0,10,1,4,5,6,11,5,9,0,24,18
955,1,7,1,0,3,9,6,3,5,12,27,25
1911,0,7,0,1,0,8,0,7,11,2,26,20
239,3,17,2,4,1,8,5,1,11,9,7,22
1913,0,27,2,3,2,10,2,9,13,4,28,22
957,1,17,0,2,5,0,8,5,7,14,0,27
1915,0,63,1,0,4,1,4,11,15,6,1,24
479,2,17,2,4,3,6,11,3,4,19,15,14
1917,0,17,0,2,6,3,6,13,17,8,3,26
959,1,46,2,4,0,2,10,7,9,16,2,29
1919,0,46,2,4,1,5,8,15,0,10,5,28
15,7,5,0,0,1,4,2,15,15,15,15,15
1921,0,51,1,1,3,7,10,0,2,12,7,30
961,1,15,1,1,2,4,12,9,11,18,4,0
1923,0,15,0,3,5,9,12,2,4,14,9,1
481,2,15,1,1,5,8,0,5,6,21,17,16
1925,0,15,2,0,0,0,1,4,6,16,11,3
963,1,15,0,3,4,6,1,11,13,20,6,2
1927,0,15,1,2,2,2,3,6,8,18,13,5
241,3,5,1,1,3,10,7,3,13,11,9,24
1929,0,17,0,4,4,4,5,8,10,20,15,7
965,1,5,2,0,6,8,3,13,15,22,8,4
1931,0,51,2,1,6,6,7,10,12,22,17,9
483,2,5,0,3,0,10,2,7,8,0,19,18
1933,0,5,1,3,1,8,9,12,14,1,19,11
967,1,51,1,2,1,10,5,15,17,1,10,6
1935,0,51,0,0,3,10,11,14,16,3,21,13
121,4,34,1,1,2,0,4,2,7,6,5,28
1937,0,15,2,2,5,1,0,16,18,5,23,15
969,1,15,0,4,3,1,7,0,0,3,12,8
1939,0,15,1,4,0,3,2,1,1,7,25,17
485,2,34,2,0,2,1,4,9,10,2,21,20
1941,0,34,0,1,2,5,4,3,3,9,27,19
971,1,10,2,1,5,3,9,2,2,5,14,10
1943,0,10,2,3,4,7,6,5,5,11,0,21
243,3,34,0,3,5,1,9,5,15,13,11,26
1945,0,10,1,0,6,9,8,7,7,13,2,23
973,1,34,1,3,0,5,11,4,4,7,16,12
1947,0,27,0,2,1,0,10,9,9,15,4,25
487,2,51,1,2,4,3,6,11,12,4,23,22
1949,0,51,2,4,3,2,12,11,11,17,6,27
975,1,51,0,0,2,7,0,6,6,9,18,14
1951,0,63,1,1,5,4,1,13,13,19,8,29
61,5,5,1,1,5,6,9,10,4,15,3,30
1953,0,10,0,3,0,6,3,15,15,21,10,0
977,1,34,2,2,4,9,2,8,8,11,20,16
1955,0,34,2,0,2,8,5,0,17,0,12,2
489,2,15,0,4,6,5,8,13,14,6,25,24
1957,0,15,1,2,4,10,7,2,0,2,14,4
979,1,15,1,4,6,0,4,10,10,13,22,18
1959,0,27,0,4,6,1,9,4,2,4,16,6
245,3,5,2,0,0,3,11,7,17,15,13,28
1961,0,63,2,1,1,3,11,6,4,6,18,8
981,1,5,0,1,1,2,6,12,12,15,24,20
1963,0,27,1,3,3,5,0,8,6,8,20,10
491,2,51,2,1,1,7,10,15,16,8,27,26
1965,0,51,0,0,5,7,2,10,8,10,22,12
983,1,51,2,3,3,4,8,14,14,17,26,22
1967,0,34,2,2,0,9,4,12,10,12,24,14
123,4,15,0,3,4,2,6,4,9,8,7,30
1969,0,5,1,4,2,0,6,14,12,14,26,16
985,1,5,1,0,5,6,10,16,16,19,28,24
1971,0,5,0,1,4,2,8,16,14,16,28,18
493,2,15,1,3,3,9,12,0,18,10,0,28
1973,0,15,2,3,6,4,10,1,16,18,1,20
987,1,10,0,2,0,8,12,1,18,21,1,26
1975,0,10,1,0,1,6,12,3,18,20,3,22
247,3,15,1,2,2,5,0,9,0,17,15,30
1977,0,51,0,2,3,8,1,5,1,22,5,24
989,1,15,2,4,2,10,1,3,1,0,3,28
1979,0,51,2,4,5,10,3,7,3,1,7,26
495,2,34,0,0,5,0,1,2,1,12,2,30
1981,0,34,1,1,0,1,5,9,5,3,9,28
991,1,34,1,1,4,1,3,5,3,2,5,30
1983,0,15,0,3,2,3,7,11,7,5,11,30
31,6,39,1,1,3,9,5,14,12,8,2,0
1985,0,15,2,0,4,5,9,13,9,7,13,1
993,1,32,0,3,6,3,5,7,5,4,7,1
1987,0,32,1,2,6,7,11,15,11,9,15,3
497,2,5,2,2,0,2,3,4,3,14,4,1
1989,0,5,0,4,1,9,0,0,13,11,17,5
995,1,5,2,0,1,5,7,9,7,6,9,3
1991,0,15,2,1,3,0,2,2,15,13,19,7
249,3,15,0,4,4,7,2,11,2,19,17,1
1993,0,15,1,3,5,2,4,4,17,15,21,9
997,1,15,1,2,3,7,9,11,9,8,11,5
1995,0,15,0,0,0,4,6,6,0,17,23,11
499,2,15,1,4,2,4,5,6,5,16,6,3
1997,0,15,2,2,2,6,8,8,2,19,25,13
999,1,15,0,4,5,9,11,13,11,10,13,7
1999,0,15,1,4,4,8,10,10,4,21,27,15
125,4,39,2,0,6,4,8,6,11,10,9,1
